SEDE,FACULTAD,CARRERA,OBSERVACIONES,OBSERVACIONES,TEXTO_TOKEN,LEMMA,SENTIMIENTO,SCORE,TOPIC,name_topic
SEDE 1,FACULTAD 1,LICENCIATURA 04,Tener acceso a computadoras para trabajar en el salón de clases,Tener acceso a computadoras para trabajar en el salón de clases,"['tener', 'acceso', 'computadoras', 'trabajar', 'salón', 'clases']","['acceso', 'computadora', 'trabajar', 'salón', 'clás']",Positivo,53.88%,7,acceso
SEDE 6,FACULTAD 3,INGENIERIA 15,Tener acceso a lugares de receso dentro del centro educativo.,Tener acceso a lugares de receso dentro del centro educativo.,"['tener', 'acceso', 'lugares', 'receso', 'dentro', 'centro', 'educativo']","['acceso', 'lugar', 'receso', 'centro', 'educativo']",Positivo,50.20%,3,wifi
SEDE 1,FACULTAD 5,INGENIERIA 25,"Tener acceso a mas enchufes de corriente, para poner conectar las laptops.","Tener acceso a mas enchufes de corriente, para poner conectar las laptops.","['tener', 'acceso', 'mas', 'enchufes', 'corriente', 'poner', 'conectar', 'laptops']","['acceso', 'enchuf', 'corriente', 'conectar', 'laptops']",Positivo,70.81%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 15,tener acceso a un calendario con las tareas,tener acceso a un calendario con las tareas,"['tener', 'acceso', 'calendario', 'tareas']","['acceso', 'calendario', 'tareas']",Positivo,56.24%,7,acceso
SEDE 1,FACULTAD 4,POSTGRADO 33,tener acceso a un material mas variado en las asignaturas,tener acceso a un material mas variado en las asignaturas,"['tener', 'acceso', 'material', 'mas', 'variado', 'asignaturas']","['acceso', 'material', 'variado', 'asignatura']",Positivo,28.53%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 20,Tener áreas de descanso acondicionadas para los estudiantes,Tener áreas de descanso acondicionadas para los estudiantes,"['tener', 'áreas', 'descanso', 'acondicionadas', 'estudiantes']","['área', 'descanso', 'acondicionada', 'estudiante']",Positivo,78.11%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 03,Tener áreas de descanso para los estudiantes que viven lejos o estudian hasta tarde en la Universidad,Tener áreas de descanso para los estudiantes que viven lejos o estudian hasta tarde en la Universidad,"['tener', 'áreas', 'descanso', 'estudiantes', 'viven', 'lejos', 'estudian', 'tarde', 'universidad']","['área', 'descanso', 'estudiant', 'vivir', 'lejos', 'estudiar', 'universidad']",Positivo,40.63%,6,estudio
SEDE 1,FACULTAD 3,LICENCIATURA 11,tener buena  conexión a internet,tener buena  conexión a internet,"['tener', 'buena', 'conexión', 'internet']","['conexión', 'internet']",Positivo,70.82%,3,wifi
SEDE 1,FACULTAD 4,POSTGRADO 08,"Tener buenas relaciones con empresas para que oferten sus plazas de trabajos en la página web, ya que son bastantes limitadas para los egresados.","Tener buenas relaciones con empresas para que oferten sus plazas de trabajos en la página web, ya que son bastantes limitadas para los egresados.","['tener', 'buenas', 'relaciones', 'empresas', 'oferten', 'plazas', 'trabajos', 'página', 'web', 'bastantes', 'limitadas', 'egresados']","['relación', 'empresa', 'ofertar', 'plaza', 'trabajo', 'páginar', 'web', 'bastante', 'limitada', 'egresado']",Positivo,56.25%,1,laboratorio
SEDE 1,FACULTAD 4,LICENCIATURA 18,Tener centro de copiados en cada edificio.,Tener centro de copiados en cada edificio.,"['tener', 'centro', 'copiados', 'cada', 'edificio']","['centro', 'copiado', 'edificio']",Positivo,54.14%,7,acceso
SEDE 1,FACULTAD 6,INGENIERIA 26,Tener centro de relajación o dormitorios en la facultad,Tener centro de relajación o dormitorios en la facultad,"['tener', 'centro', 'relajación', 'dormitorios', 'facultad']","['centro', 'relajación', 'dormitorio', 'facultad']",Positivo,70.82%,1,laboratorio
SEDE 1,FACULTAD 5,LICENCIATURA 22,"Tener claro un centro de copiado en el ----, ya que por lo general voy a sparks","Tener claro un centro de copiado en el ----, ya que por lo general voy a sparks","['tener', 'claro', 'centro', 'copiado', 'general', 'voy', 'sparks']","['centro', 'copiado', 'general', 'sparks']",Positivo,43.15%,5,centro
SEDE 1,FACULTAD 3,INGENIERIA 28,Tener en cuenta mas opciones de materias en virtual,Tener en cuenta mas opciones de materias en virtual,"['tener', 'cuenta', 'mas', 'opciones', 'materias', 'virtual']","['opción', 'materia', 'virtual']",Positivo,78.12%,0,variedad
SEDE 7,FACULTAD 3,INGENIERIA 15,Tener la opción de dar materias presencial o virtual,Tener la opción de dar materias presencial o virtual,"['tener', 'opción', 'dar', 'materias', 'presencial', 'virtual']","['opción', 'materia', 'presencial', 'virtual']",Positivo,82.50%,0,variedad
SEDE 7,FACULTAD 3,LICENCIATURA 08,Tener las opciones de materias virtuales,Tener las opciones de materias virtuales,"['tener', 'opciones', 'materias', 'virtuales']","['opción', 'materia', 'virtual']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 4,INGENIERIA 17,Tener los instrumentos correspondientes y funcionales en los laboratorios.,Tener los instrumentos correspondientes y funcionales en los laboratorios.,"['tener', 'instrumentos', 'correspondientes', 'funcionales', 'laboratorios']","['instrumento', 'correspondiente', 'funcional', 'laboratorio']",Positivo,70.82%,0,variedad
SEDE 2,FACULTAD 4,LICENCIATURA 15,"Tener más acceso a recreación, ya que en momentos libres funcionan como un buen desestresante.","Tener más acceso a recreación, ya que en momentos libres funcionan como un buen desestresante.","['tener', 'acceso', 'recreación', 'momentos', 'libres', 'funcionan', 'buen', 'desestresante']","['acceso', 'recreación', 'momento', 'libre', 'funcionar', 'desestresante']",Positivo,66.41%,2,
SEDE 1,FACULTAD 4,INGENIERIA 17,Tener más acceso a trabajos de graduación.,Tener más acceso a trabajos de graduación.,"['tener', 'acceso', 'trabajos', 'graduación']","['acceso', 'trabajo', 'graduación']",Positivo,38.54%,1,laboratorio
SEDE 4,FACULTAD 3,LICENCIATURA 10,Tener mas acceso al internet (wifi institucional).,Tener mas acceso al internet (wifi institucional).,"['tener', 'mas', 'acceso', 'internet', 'wifi', 'institucional']","['acceso', 'internet', 'wifi', 'institucional']",Positivo,82.49%,3,wifi
SEDE 1,FACULTAD 3,INGENIERIA 15,Tener mas areas de descanso,Tener mas areas de descanso,"['tener', 'mas', 'areas', 'descanso']","['areas', 'descanso']",Positivo,70.82%,6,estudio
SEDE 1,FACULTAD 2,INGENIERIA 08,Tener mas espacio disponible en el área de la biblioteca,Tener mas espacio disponible en el área de la biblioteca,"['tener', 'mas', 'espacio', 'disponible', 'área', 'biblioteca']","['espacio', 'disponible', 'área', 'biblioteco']",Positivo,49.73%,6,estudio
SEDE 1,FACULTAD 3,LICENCIATURA 12,Tener más espacio para realizar tareas o descansar.,Tener más espacio para realizar tareas o descansar.,"['tener', 'espacio', 'realizar', 'tareas', 'descansar']","['espacio', 'tarea', 'descansar']",Positivo,78.12%,6,estudio
SEDE 1,FACULTAD 2,INGENIERIA 13,Tener mas espacios de laboratorios y modernizar los equipos,Tener mas espacios de laboratorios y modernizar los equipos,"['tener', 'mas', 'espacios', 'laboratorios', 'modernizar', 'equipos']","['espacio', 'laboratorio', 'modernizar', 'equipo']",Positivo,53.12%,0,variedad
SEDE 1,FACULTAD 2,INGENIERIA 08,Tener mas lugares de esparcimiento que solo el parque,Tener mas lugares de esparcimiento que solo el parque,"['tener', 'mas', 'lugares', 'esparcimiento', 'solo', 'parque']","['lugar', 'esparcimiento', 'parque']",Positivo,70.83%,6,estudio
SEDE 1,FACULTAD 3,INGENIERIA 15,Tener más opciones de esparcimiento social,Tener más opciones de esparcimiento social,"['tener', 'opciones', 'esparcimiento', 'social']","['opción', 'esparcimiento', 'social']",Positivo,40.34%,6,estudio
SEDE 1,FACULTAD 5,POSTGRADO 36,Tener más opciones de investigación en las maestrías,Tener más opciones de investigación en las maestrías,"['tener', 'opciones', 'investigación', 'maestrías']","['opción', 'investigación', 'maestrías']",Positivo,42.78%,2,
SEDE 1,FACULTAD 5,POSTGRADO 36,Tener más opciones para mayor competitividad en el mercado,Tener más opciones para mayor competitividad en el mercado,"['tener', 'opciones', 'mayor', 'competitividad', 'mercado']","['opción', 'competitividad', 'mercado']",Positivo,56.24%,0,variedad
SEDE 8,FACULTAD 5,INGENIERIA 25,Tener mas opciones respecto a los matriculas,Tener mas opciones respecto a los matriculas,"['tener', 'mas', 'opciones', 'respecto', 'matriculas']","['opción', 'matricula']",Positivo,56.24%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 09,Tener más práctica que teoría en diferentes materias,Tener más práctica que teoría en diferentes materias,"['tener', 'práctica', 'teoría', 'diferentes', 'materias']","['práctico', 'teoría', 'materia']",Positivo,70.83%,1,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 01,Tener más seguridad cerca de los vehículos,Tener más seguridad cerca de los vehículos,"['tener', 'seguridad', 'cerca', 'vehículos']","['seguridad', 'cerca', 'vehículo']",Positivo,70.82%,5,centro
SEDE 1,FACULTAD 5,LICENCIATURA 22,Tener mas variedad de alimentos en el desayuno,Tener mas variedad de alimentos en el desayuno,"['tener', 'mas', 'variedad', 'alimentos', 'desayuno']","['variedad', 'alimento', 'desayuno']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 3,LICENCIATURA 11,Tener más variedad de alimentos y precios en el horario nocturno,Tener más variedad de alimentos y precios en el horario nocturno,"['tener', 'variedad', 'alimentos', 'precios', 'horario', 'nocturno']","['variedad', 'alimento', 'precio', 'horario', 'nocturno']",Positivo,85.41%,0,variedad
SEDE 6,FACULTAD 5,INGENIERIA 25,Tener mas variedad de alimentos.,Tener mas variedad de alimentos.,"['tener', 'mas', 'variedad', 'alimentos']","['variedad', 'alimento']",Positivo,70.83%,0,variedad
SEDE 4,FACULTAD 4,LICENCIATURA 15,Tener mas variedad de menú en la cafetería y comodidad se precio en ----,Tener mas variedad de menú en la cafetería y comodidad se precio en ----,"['tener', 'mas', 'variedad', 'menú', 'cafetería', 'comodidad', 'precio']","['variedad', 'menú', 'cafetería', 'comodidad', 'precio']",Positivo,82.50%,0,variedad
SEDE 7,FACULTAD 6,LICENCIATURA 24,Tener más variedad en los alimentos y bebidas de la cafetería,Tener más variedad en los alimentos y bebidas de la cafetería,"['tener', 'variedad', 'alimentos', 'bebidas', 'cafetería']","['variedad', 'alimento', 'bebido', 'cafetería']",Positivo,78.12%,0,variedad
SEDE 1,FACULTAD 1,LICENCIATURA 02,tener más variedades de alimentos en la cafeterías.,tener más variedades de alimentos en la cafeterías.,"['tener', 'variedades', 'alimentos', 'cafeterías']","['variedad', 'alimento', 'cafetería']",Positivo,78.12%,0,variedad
SEDE 6,FACULTAD 2,INGENIERIA 08,Tener más zonas para el libre estudio y así no molestar a otros.,Tener más zonas para el libre estudio y así no molestar a otros.,"['tener', 'zonas', 'libre', 'estudio', 'así', 'molestar']","['zona', 'libre', 'estudio', 'molestar']",Positivo,54.54%,6,estudio
SEDE 1,FACULTAD 2,TÉCNICO 03,Tener mayor variedad en cafetería,Tener mayor variedad en cafetería,"['tener', 'mayor', 'variedad', 'cafetería']","['variedad', 'cafeteer']",Positivo,70.83%,0,variedad
SEDE 6,FACULTAD 4,LICENCIATURA 14,Tener mayores equipos para los laboratorios,Tener mayores equipos para los laboratorios,"['tener', 'mayores', 'equipos', 'laboratorios']","['mayor', 'equipo', 'laboratorio']",Positivo,70.82%,0,variedad
SEDE 5,FACULTAD 4,LICENCIATURA 15,Tener mayores variedades de herramientas,Tener mayores variedades de herramientas,"['tener', 'mayores', 'variedades', 'herramientas']","['mayor', 'variedad', 'herramienta']",Positivo,70.83%,0,variedad
SEDE 1,FACULTAD 1,INGENIERIA 05,Tener mejor acceso a intenet,Tener mejor acceso a intenet,"['tener', 'mejor', 'acceso', 'intenet']","['acceso', 'intenet']",Positivo,56.24%,7,acceso
SEDE 3,FACULTAD 2,TÉCNICO 05,Tener mejores laboratorios para el área de ingeniería ---- .,Tener mejores laboratorios para el área de ingeniería ---- .,"['tener', 'mejores', 'laboratorios', 'área', 'ingeniería']","['mejor', 'laboratorio', 'área', 'ingeniería']",Positivo,54.90%,1,laboratorio
SEDE 6,FACULTAD 1,LICENCIATURA 03,Tener mejores salones en el área de ----.,Tener mejores salones en el área de ----.,"['tener', 'mejores', 'salones', 'área']","['mejor', 'salón', 'áreo']",Positivo,56.25%,2,
SEDE 3,FACULTAD 3,LICENCIATURA 11,Tener opciones saludables en la cafetería,Tener opciones saludables en la cafetería,"['tener', 'opciones', 'saludables', 'cafetería']","['opción', 'saludable', 'cafeteer']",Positivo,70.83%,0,variedad
SEDE 1,FACULTAD 2,TÉCNICO 03,tener otra entrada que solo no sea la principal la que es vía chorrera,tener otra entrada que solo no sea la principal la que es vía chorrera,"['tener', 'entrada', 'solo', 'principal', 'vía', 'chorrera']","['entrada', 'principal', 'vía', 'chorrera']",Positivo,56.25%,7,acceso
SEDE 7,FACULTAD 3,LICENCIATURA 09,Tener otras opciones para copiado o ampliar el existente,Tener otras opciones para copiado o ampliar el existente,"['tener', 'opciones', 'copiado', 'ampliar', 'existente']","['opción', 'copiado', 'ampliar', 'existente']",Positivo,44.19%,0,variedad
SEDE 1,FACULTAD 3,POSTGRADO 24,Tener otros metodos de opción de graduación. Como certi----aciones que permiten una inserción al mercado laboral.,Tener otros metodos de opción de graduación. Como certi----aciones que permiten una inserción al mercado laboral.,"['tener', 'metodos', 'opción', 'graduación', 'certiaciones', 'permiten', 'inserción', 'mercado', 'laboral']","['metodo', 'opción', 'graduación', 'certiación', 'permitir', 'inserción', 'mercado', 'laboral']",Positivo,37.50%,0,variedad
SEDE 1,FACULTAD 6,LICENCIATURA 24,Tener que dar una clase virtual,Tener que dar una clase virtual,"['tener', 'dar', 'clase', 'virtual']","['clase', 'virtual']",Positivo,56.24%,6,estudio
SEDE 1,FACULTAD 3,LICENCIATURA 12,"Tener seguridad en los puentes peatonales y más iluminación, hay estudiantes que salen en horario nocturno muy tarde y han sido blanco de atracos.","Tener seguridad en los puentes peatonales y más iluminación, hay estudiantes que salen en horario nocturno muy tarde y han sido blanco de atracos.","['tener', 'seguridad', 'puentes', 'peatonales', 'iluminación', 'estudiantes', 'salen', 'horario', 'nocturno', 'tarde', 'sido', 'blanco', 'atracos']","['seguridad', 'puente', 'peatonal', 'iluminación', 'estudiantes', 'salir', 'horario', 'nocturno', 'blanco', 'atraco']",Positivo,89.05%,5,centro
SEDE 7,FACULTAD 5,LICENCIATURA 21,Tener todas aulas con sillas aptas y cómodas para los estudiantes.,Tener todas aulas con sillas aptas y cómodas para los estudiantes.,"['tener', 'todas', 'aulas', 'sillas', 'aptas', 'cómodas', 'estudiantes']","['aula', 'silla', 'apto', 'cómodo', 'estudiant']",Positivo,40.42%,6,estudio
SEDE 1,FACULTAD 1,INGENIERIA 01,"Tener un centro de fotocopiado e impresiones accesible para todos los edificios , recomiendo la ubicacion en la biblioteca.","Tener un centro de fotocopiado e impresiones accesible para todos los edificios , recomiendo la ubicacion en la biblioteca.","['tener', 'centro', 'fotocopiado', 'impresiones', 'accesible', 'edificios', 'recomiendo', 'ubicacion', 'biblioteca']","['centro', 'fotocopiado', 'impresión', 'accesible', 'edificio', 'recomeir', 'ubicacion', 'biblioteco']",Positivo,87.48%,1,laboratorio
SEDE 1,FACULTAD 1,LICENCIATURA 03,Tener un centro de fotocopiado en el instalaciones para sacar copia e imprimir los trabajos,Tener un centro de fotocopiado en el instalaciones para sacar copia e imprimir los trabajos,"['tener', 'centro', 'fotocopiado', 'instalaciones', 'sacar', 'copia', 'imprimir', 'trabajos']","['centro', 'fotocopiado', 'instalación', 'sacar', 'copia', 'imprimir', 'trabajo']",Positivo,74.07%,1,laboratorio
SEDE 4,FACULTAD 4,LICENCIATURA 15,Tener un centro de fotocopiado propio de la Utp,Tener un centro de fotocopiado propio de la Utp,"['tener', 'centro', 'fotocopiado', 'propio', 'utp']","['centro', 'fotocopiado', 'utp']",Positivo,53.12%,1,laboratorio
SEDE 1,FACULTAD 1,INGENIERIA 06,tener un centro de fotocopias más grande y con mejor atención,tener un centro de fotocopias más grande y con mejor atención,"['tener', 'centro', 'fotocopias', 'grande', 'mejor', 'atención']","['centro', 'fotocopia', 'atención']",Positivo,41.85%,5,centro
SEDE 1,FACULTAD 2,INGENIERIA 08,Tener un espacio especial para el desarrollo de un centro.,Tener un espacio especial para el desarrollo de un centro.,"['tener', 'espacio', 'especial', 'desarrollo', 'centro']","['espacio', 'especial', 'desarrollo', 'centro']",Positivo,38.21%,5,centro
SEDE 1,FACULTAD 5,INGENIERIA 25,Tener un espacio para el descanso de los estudiantes,Tener un espacio para el descanso de los estudiantes,"['tener', 'espacio', 'descanso', 'estudiantes']","['espacio', 'descanso', 'estudiant']",Positivo,78.11%,2,
